"","LNCAP_Hypoxia_S1","LNCAP_Hypoxia_S2","LNCAP_Normoxia_S1","LNCAP_Normoxia_S2","PC3_Hypoxia_S1","PC3_Hypoxia_S2","PC3_Normoxia_S1","PC3_Normoxia_S2"
"ENSG00000126254",639.013702939484,651.677136587616,707.968811991982,872.739149073628,476.711282980958,485.363153208742,665.655620074523,700.030498209365
"ENSG00000126259",3.29388506669837,2.87082439025381,0.548813032551924,0.438342114050039,1.26114096026708,0,0,0
"ENSG00000126261",1698.54673272746,1649.76708293252,1306.72383050613,1167.7433918293,3413.908579443,3051.36394112849,2489.49231902311,2647.7953564271
"ENSG00000126262",7.13675097784647,3.82776585367175,11.5250736835904,15.7803161058014,0,0,0,0
"ENSG00000126264",2.19592337779891,3.82776585367175,0,2.63005268430024,0,0,2.98500278060324,1.12004879713498
"ENSG00000126266",0,0.478470731708969,1.09762606510385,0,0,0,0,0
"ENSG00000126267",2137.18242744279,2252.64020488583,2336.29707957354,3126.25595740488,2152.76761917591,2180.56534272457,2904.40770552696,2457.38706091415
"ENSG00000126337",0.548980844449729,2.39235365854484,1.09762606510385,0.438342114050039,0,0,0,0
"ENSG00000126351",1295.59479290136,1211.48789268711,779.314506223732,941.558860979484,601.564238047399,638.823561943859,582.075542217632,696.67035181796
"ENSG00000126353",8.23471266674593,4.30623658538072,2.74406516275962,6.57513171075059,3.78342288080125,0,0,4.48019518853993
"ENSG00000126368",172.379985157215,143.062748780982,95.4934676640347,90.2984754943081,146.292351390982,121.340788302186,74.6250695150811,118.725172496308
"ENSG00000126391",344.75997031443,385.16893902572,376.48574033062,377.412560197084,393.47597960333,399.710832054258,471.630439335312,397.617322982919
"ENSG00000126432",1995.54536957476,1810.05477805503,1842.91416330936,3230.58138054879,3949.89348755651,4357.56183873437,5199.87484381085,4662.76314247294
"ENSG00000126453",95.5226669342528,94.2587341466669,115.799549868456,122.297449819961,615.436788610337,713.769342954033,907.440845303386,791.874499574433
"ENSG00000126456",618.701411694844,566.509346343419,563.082171398274,762.715278447068,578.863700762592,585.290861222307,817.890761885289,764.993328443194
"ENSG00000126457",3380.62404012143,3500.01340245111,3131.52716374128,3394.95967331755,3198.25347523733,2947.86738640016,4334.22403743591,4128.49986623955
"ENSG00000126458",193.790238090754,198.565353659222,200.316756881452,225.30784662172,1983.77473050012,2633.80887550038,2029.80189081021,1951.12500460914
"ENSG00000126460",298.645579380652,298.565736586397,165.192722798129,175.336845620016,55.4902022517517,39.2573138624718,53.7300500508584,54.8823910596142
"ENSG00000126461",1089.72697623271,1149.28669756494,1126.7131558291,1381.65434348572,378.342288080125,353.315824762246,492.525458799535,517.462544276362
"ENSG00000126464",1133.64544378869,1140.19575366247,992.253962853878,1061.6646002292,553.64088155725,513.913926926904,698.490650661159,712.35103497785
"ENSG00000126500",6.58777013339674,8.61247317076144,25.2453994973885,21.917105702502,8.82798672186959,3.56884671477016,17.9100166836195,16.8007319570248
"ENSG00000126522",250.335265069076,269.857492683858,227.208595476496,179.281924646466,126.114096026708,142.753868590807,134.325125127146,114.244977307768
"ENSG00000126524",5869.7031888565,6644.52305124245,5743.87719868843,4013.02205412811,3983.94429348372,3418.95515274982,3489.46825052519,3315.34443951955
"ENSG00000126550",0,0,0,0.438342114050039,0,0,0,1.12004879713498
"ENSG00000126561",43.3694867115286,25.8374195122843,21.403708269525,31.1222900975528,0,0,0,0
"ENSG00000126562",30.7429272891848,32.5360097562099,33.4775949856674,34.6290270099531,533.462626192977,624.548175084779,498.495464360742,551.064008190412
"ENSG00000126581",1132.54748209979,1215.79412927249,1178.85039392153,1129.1692857929,314.024099106504,367.591211621327,343.275319769373,339.3747855319
"ENSG00000126583",0,1.91388292683588,0.548813032551924,1.31502634215012,10.0891276821367,7.13769342954033,17.9100166836195,15.6806831598898
"ENSG00000126602",2763.02059011548,2774.65177318031,3813.15295017077,3855.65723518415,625.525916292474,481.794306493972,799.980745201669,740.352254906224
