"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000140455",588.598501340121,0.394749838843376,0.150203243059052,2.62810463212289,0.00858621011688176,0.0305250521816021
"ENSG00000105829",651.083403932283,-0.391667207466987,0.149041414510052,-2.62790854981164,0.00859116084104828,0.0305347686165188
"ENSG00000150527",950.367792977874,-0.349544944920265,0.133036741748721,-2.6274316427599,0.00860321253524972,0.0305697118446073
"ENSG00000186523",78.7698732041318,-0.873410603184759,0.332497156612137,-2.62682126994429,0.00861865902804045,0.0306166966349559
"ENSG00000149328",743.776532015974,0.384930129067632,0.146631802572568,2.62514763042029,0.00866114050135636,0.0307596707668754
"ENSG00000106333",55.9394393385186,1.03484383040498,0.394231113179489,2.6249674259825,0.00866572571689458,0.0307680189262304
"ENSG00000175606",420.676042050282,-0.46979699209708,0.179009478471949,-2.62442523215718,0.00867953466586873,0.0308091035870963
"ENSG00000104549",995.720965846199,-0.383138824950268,0.145995859739984,-2.62431294717967,0.0086823968704851,0.0308113202344612
"ENSG00000182518",519.104118398897,-0.415064127041882,0.158171707686676,-2.62413634595188,0.00868690023774848,0.0308193582513679
"ENSG00000187109",15120.7539626264,-0.266764517137234,0.101667706792686,-2.62388643899681,0.00869327648320452,0.0308340350070178
"ENSG00000095059",100.525893616837,0.773285885153858,0.294754155109636,2.62349443340749,0.00870328672782557,0.0308615902537807
"ENSG00000131462",2622.79948498245,0.320371792048625,0.122142224650111,2.6229405348262,0.00871744862898266,0.0309038491690171
"ENSG00000113441",1129.81971808084,-0.363929247944423,0.138776372339747,-2.62241505386424,0.00873090298969121,0.0309435787040047
"ENSG00000116641",2113.57173193203,0.345480156122582,0.131747286192548,2.62229428860997,0.00873399767199906,0.0309465810462571
"ENSG00000176994",1561.97394896758,0.325867071467567,0.124287298103057,2.62188555420493,0.00874447901142923,0.0309757477510597
"ENSG00000123975",1315.96486689602,-0.329744374661371,0.125776923875868,-2.62166035310898,0.00875025873416721,0.0309882491025587
"ENSG00000111877",365.247576967038,-0.46739168212215,0.178372440221131,-2.62031332610978,0.00878490113206132,0.0311029322929679
"ENSG00000214194",788.221782062728,-0.380264061492635,0.145132233893269,-2.62012132861046,0.00878984882592884,0.0311124494818031
"ENSG00000166106",16.4473070452828,-1.85386760830452,0.70758217410194,-2.62000326768752,0.00879289244172422,0.0311152238576461
"ENSG00000139726",2889.94042646216,-0.28587295258557,0.109123658192792,-2.61971562647313,0.0088003117870813,0.0311334771316348
"ENSG00000114841",218.991272794618,-0.556349981234332,0.212476121315731,-2.618411790413,0.00883401279420126,0.0312446756135004
"ENSG00000160194",1558.85217035257,-0.309464830668456,0.118197089636466,-2.61821024206487,0.00883923260764285,0.0312551088275897
"ENSG00000158528",367.224147410579,0.475153394148051,0.181501127292317,2.6179087768573,0.00884704526755573,0.0312747025132156
"ENSG00000133704",1980.23003462169,-0.319974232676271,0.12225752498033,-2.61721503627488,0.00886504742641679,0.0313222576377554
"ENSG00000196588",435.372672973565,0.459456245744272,0.17554738689093,2.6172776130797,0.0088634222535889,0.0313222576377554
"ENSG00000135407",78.3126974194889,-0.863809641905106,0.330091495736884,-2.61687941998254,0.00887376821003184,0.0313450268044968
"ENSG00000183690",46.7826056071282,-1.09674362896116,0.419125389625365,-2.61674347607881,0.00887730280919727,0.0313494697050108
"ENSG00000254221",88.8013438116109,0.80687512156178,0.308381947748995,2.61647975003559,0.00888416338480997,0.0313656527296022
"ENSG00000203814",46.3767224554693,-1.16135725188374,0.443888049791221,-2.61632916774843,0.00888808275980055,0.0313714461726977
"ENSG00000176915",1301.14640084476,0.344268953579546,0.131591089160216,2.61620263025855,0.0088913774879186,0.0313750324528835
"ENSG00000074416",309.489563554488,0.493563053425422,0.188734501204382,2.61511832905918,0.00891965480774295,0.0314667504606233
"ENSG00000166170",2631.43851217904,0.324277006257796,0.124012442005972,2.61487477395357,0.00892601747966674,0.0314811308087939
"ENSG00000178694",679.579340250005,-0.434355607534063,0.166132555611259,-2.61451228469891,0.00893549471255914,0.0314984195333402
"ENSG00000242612",277.366462264094,-0.553225919778751,0.211597267437287,-2.61452298736663,0.00893521476404121,0.0314984195333402
"ENSG00000089639",492.764512183818,0.410803803598834,0.15718681377503,2.61347497116894,0.00896266481167004,0.0315763362326742
"ENSG00000108379",96.834628314589,0.781040300383467,0.298869165791621,2.61331843422091,0.0089667713464853,0.0315763362326742
"ENSG00000163377",31.727368549636,-1.33388015705726,0.510396435432233,-2.61341981341945,0.00896411160883911,0.0315763362326742
"ENSG00000226742",831.73073249598,0.353935863549495,0.135433746065146,2.61335061484045,0.00896592699433121,0.0315763362326742
"ENSG00000137814",381.663415015893,-0.455645778743671,0.174373492006887,-2.61304498464522,0.00897394895735943,0.0315896521281665
"ENSG00000149292",555.121507535483,-0.399662115393542,0.152951465480938,-2.61299958216713,0.0089751411958303,0.0315896521281665
"ENSG00000095794",282.778314528254,-0.499131923183899,0.191075555636812,-2.61222280118671,0.00899556086490248,0.0316534315228322
"ENSG00000066185",176.773731904731,-0.598790495949116,0.229254025723309,-2.61190831463002,0.00900383973719133,0.0316744684060775
"ENSG00000072133",1293.99057564836,0.333558250301233,0.127738131499752,2.61126608307935,0.00902076764836351,0.0317178114786305
"ENSG00000125637",889.40074237239,0.351163103107974,0.134477083212105,2.61132302039968,0.00901926574975069,0.0317178114786305
"ENSG00000136527",4482.65719793153,-0.305168072236857,0.116872814886128,-2.61111253745526,0.0090248190041786,0.0317239552893886
"ENSG00000133136",104.298589416566,0.75175942084586,0.288186872455437,2.60858315453667,0.00909179189702544,0.0319512206815067
"ENSG00000166896",125.237105308057,-0.695031860730258,0.266460593380214,-2.6083851721313,0.00909705274384778,0.0319615512197091
"ENSG00000108932",1162.89613570418,0.383252507220307,0.14695248874595,2.60800283473163,0.00910722001821414,0.0319833797110309
"ENSG00000112562",44.89660958491,-1.17751386180334,0.451504721685617,-2.60797684995916,0.00910791138404765,0.0319833797110309
"ENSG00000163291",376.993712728994,-0.462227136121435,0.177252878779114,-2.6077271032503,0.00911455867859034,0.0319985615618333
"ENSG00000164323",4222.84223494286,0.365163032196457,0.140046067190256,2.60744938806725,0.00912195547141106,0.0320163662722047
"ENSG00000105520",1834.42698139136,0.387134643126101,0.148489120717623,2.60715829722167,0.00912971426926506,0.0320354321543095
"ENSG00000136936",661.423433957636,-0.380298313986366,0.145873766136469,-2.60703705716755,0.009132947565103,0.0320386127449435
"ENSG00000132589",1175.58949034037,-0.459227871737819,0.176167572335894,-2.60676732754324,0.00914014452867159,0.0320479962993432
"ENSG00000133460",344.351342335997,-0.469117862668718,0.17996188402243,-2.60676234424312,0.00914027754139886,0.0320479962993432
"ENSG00000115993",2067.49788805276,0.304699990588582,0.116908447891212,2.6063128549283,0.00915228228233133,0.0320741651168118
"ENSG00000178234",1394.46810769852,0.317856794428129,0.121956706298473,2.60630845219955,0.009152399937828,0.0320741651168118
"ENSG00000186480",2352.86598674989,0.292020677551324,0.112142196401333,2.60402138465565,0.00921370077561858,0.0322725632102499
"ENSG00000197622",3181.45070837632,0.283873196945546,0.109012708886301,2.60403763786499,0.00921326384716228,0.0322725632102499
"ENSG00000196911",289.227780323536,0.550388947487396,0.211429371622543,2.60318111558306,0.00923631459615668,0.0323435441695018
"ENSG00000215845",678.504411137025,-0.41323793098762,0.158815104299308,-2.60200648301574,0.00926801002297939,0.0324462827374532
"ENSG00000085491",837.940965767898,0.368893920846672,0.141819955958545,2.60114254269337,0.00929138386533062,0.0325198435286572
"ENSG00000165929",5367.04537260105,0.325791861765424,0.125284021352581,2.60042628140554,0.00931080212841065,0.0325795259227665
"ENSG00000100823",5694.12105360175,-0.267662492790838,0.103020961346567,-2.59813623647337,0.00937312977488694,0.0327868148633409
"ENSG00000156802",4926.76548788789,0.361049589343953,0.138968123330828,2.59807487278531,0.00937480500522719,0.0327868148633409
"ENSG00000185621",653.91068855624,0.425543321151656,0.163805045439687,2.59786455300817,0.00938054876761675,0.0327985718591455
"ENSG00000101266",5460.41911278782,0.275293892052014,0.105978541441327,2.5976380530244,0.00938673791673616,0.0328118797602285
"ENSG00000106785",1236.70412535234,-0.328096825358903,0.126333875150549,-2.59706135799221,0.00940251265106512,0.0328586793635826
"ENSG00000119682",1231.69570900146,0.320177906844576,0.123298018285296,2.59678064008883,0.00941019987399724,0.0328771992045339
"ENSG00000174233",1238.7050707263,0.327972584607084,0.126341181046428,2.59592780351293,0.00943358848373424,0.0329505529762904
"ENSG00000104888",9.78084564335357,2.4686088512863,0.951040991272221,2.59569132554844,0.00944008294722484,0.0329648749937456
"ENSG00000166963",120.017634360627,0.706259706168517,0.272168910564369,2.59493159855774,0.00946097454669093,0.033029451960798
"ENSG00000103260",461.3419307622,-0.418001571440633,0.161122464870217,-2.5943096872142,0.00947810706216315,0.0330808760808427
"ENSG00000066027",655.058173778143,-0.383040674851922,0.147656503033408,-2.59413345828228,0.00948296687423989,0.0330894503019283
